N <- 250
52091, 190, 28, Centro
95699, 82, 179, Centro
15871, 41, 106, Norte
25384, 115, 188, Oriente
19487, 224, 224, Occidente
93643, 150, 171, Norte
30206, 116, 131, Sur
21470, 180, 210, Sur
99516, 124, 222, Centro
95723, 24, 25, Sur
75316, 0, 126, Norte
35032, 26, 203, Oriente
17838, 31, 87, Centro
66949, 110, 2, Occidente
28093, 14, 31, Norte
76292, 29, 31, Occidente
19797, 117, 217, Occidente
45449, 193, 23, Sur
36272, 171, 182, Oriente
76948, 78, 56, Occidente
94506, 181, 230, Occidente
52422, 145, 203, Occidente
64095, 38, 235, Centro
41268, 239, 124, Occidente
53749, 33, 135, Sur
73126, 88, 67, Occidente
32944, 128, 28, Sur
62721, 178, 126, Occidente
61734, 71, 53, Sur
86498, 157, 212, Oriente
43283, 95, 218, Occidente
46614, 195, 188, Occidente
18944, 180, 93, Centro
34886, 157, 212, Norte
31808, 123, 70, Sur
62917, 200, 184, Sur
17134, 84, 95, Centro
72012, 38, 100, Centro
30603, 63, 213, Centro
21155, 221, 180, Oriente
46173, 239, 224, Oriente
45662, 127, 82, Oriente
99604, 247, 56, Occidente
57850, 239, 249, Centro
92548, 116, 218, Sur
77405, 128, 4, Occidente
90397, 51, 223, Norte
85083, 32, 168, Norte
26933, 199, 49, Occidente
41811, 146, 113, Occidente
76043, 249, 148, Occidente
33144, 64, 230, Centro
46779, 42, 136, Sur
71437, 189, 231, Occidente
72571, 132, 79, Occidente
76682, 240, 248, Sur
89847, 105, 53, Sur
89469, 25, 112, Norte
17993, 134, 226, Oriente
95838, 205, 198, Norte
64222, 241, 219, Centro
15154, 147, 123, Centro
30888, 52, 205, Occidente
55201, 233, 201, Occidente
90725, 75, 176, Norte
57263, 91, 92, Occidente
73777, 224, 131, Oriente
38434, 9, 170, Centro
89424, 75, 121, Centro
64852, 93, 134, Oriente
24356, 25, 22, Norte
42176, 107, 158, Occidente
11883, 89, 44, Centro
58541, 177, 154, Oriente
63451, 88, 159, Sur
40483, 186, 133, Centro
78736, 140, 164, Norte
91318, 236, 217, Oriente
57287, 39, 219, Sur
17777, 232, 114, Sur
28368, 77, 187, Centro
53391, 13, 29, Centro
34005, 209, 197, Sur
82650, 156, 129, Oriente
60843, 232, 90, Oriente
46807, 70, 16, Oriente
40607, 8, 228, Centro
57411, 11, 103, Sur
99079, 37, 0, Norte
39733, 190, 116, Sur
76484, 154, 15, Oriente
12331, 98, 135, Centro
28976, 25, 33, Sur
90914, 150, 125, Norte
87567, 179, 29, Sur
27686, 207, 242, Oriente
16064, 108, 197, Centro
73771, 80, 68, Centro
50336, 144, 168, Occidente
63849, 185, 189, Sur
12353, 2, 248, Occidente
71626, 129, 143, Sur
67667, 7, 177, Centro
68788, 153, 144, Occidente
78233, 56, 221, Norte
82995, 145, 154, Oriente
26891, 205, 78, Sur
42516, 102, 188, Norte
89077, 211, 129, Oriente
80259, 80, 183, Oriente
68713, 86, 243, Sur
38066, 141, 1, Centro
59407, 193, 119, Sur
42463, 77, 195, Sur
26516, 238, 52, Centro
94772, 228, 159, Norte
81742, 237, 163, Oriente
30061, 113, 139, Occidente
22038, 152, 83, Sur
91212, 149, 102, Sur
35658, 87, 214, Centro
46308, 74, 33, Occidente
35755, 182, 195, Oriente
18452, 154, 137, Oriente
96238, 98, 152, Occidente
57456, 156, 67, Sur
46304, 179, 216, Centro
76421, 224, 250, Sur
37297, 59, 3, Centro
82408, 197, 200, Centro
92713, 226, 238, Norte
22349, 119, 133, Sur
85341, 212, 204, Centro
12106, 172, 91, Sur
41525, 221, 213, Oriente
28924, 18, 7, Sur
79459, 165, 9, Norte
68821, 89, 113, Oriente
45119, 27, 106, Occidente
72178, 219, 55, Oriente
96160, 46, 155, Norte
29869, 242, 92, Norte
54882, 96, 175, Sur
76671, 72, 237, Sur
14120, 169, 237, Sur
94359, 223, 15, Occidente
74547, 19, 52, Oriente
73243, 127, 234, Oriente
75661, 138, 116, Oriente
31609, 39, 126, Centro
24560, 134, 27, Oriente
44421, 74, 28, Norte
82711, 185, 19, Centro
90654, 22, 163, Oriente
35754, 38, 43, Occidente
42253, 215, 49, Sur
76121, 238, 71, Centro
17314, 50, 111, Oriente
59576, 48, 245, Occidente
14303, 215, 239, Occidente
91103, 100, 237, Oriente
86065, 188, 120, Occidente
40229, 154, 1, Oriente
52646, 32, 118, Oriente
59499, 233, 158, Centro
36948, 151, 167, Oriente
36778, 194, 159, Norte
34211, 167, 208, Norte
90365, 103, 199, Sur
25546, 91, 138, Occidente
55507, 13, 169, Centro
75808, 144, 203, Occidente
82906, 48, 14, Norte
25272, 116, 106, Sur
70047, 103, 197, Oriente
40209, 69, 221, Oriente
17080, 108, 86, Oriente
94416, 150, 151, Norte
47116, 139, 148, Centro
20874, 26, 35, Occidente
23780, 109, 24, Norte
24024, 164, 221, Occidente
75600, 45, 127, Oriente
27261, 220, 231, Centro
89910, 117, 79, Norte
73364, 153, 61, Norte
90918, 215, 178, Sur
76736, 215, 39, Occidente
71539, 124, 57, Sur
14145, 166, 60, Sur
76796, 147, 129, Oriente
26087, 162, 175, Sur
39466, 109, 220, Occidente
48180, 75, 64, Centro
79078, 56, 21, Centro
56601, 119, 158, Norte
34247, 189, 50, Norte
94950, 93, 70, Norte
91651, 179, 186, Occidente
43055, 210, 15, Centro
76259, 26, 14, Sur
38712, 232, 56, Sur
96418, 166, 245, Centro
62082, 78, 110, Occidente
65886, 152, 33, Sur
51861, 212, 238, Centro
67709, 96, 242, Oriente
16697, 241, 201, Occidente
91127, 248, 107, Sur
60012, 98, 205, Occidente
21721, 105, 230, Sur
67679, 94, 12, Centro
49598, 121, 212, Occidente
99571, 34, 247, Occidente
53734, 216, 49, Occidente
43485, 53, 98, Sur
38918, 210, 20, Oriente
84292, 154, 79, Sur
86269, 25, 3, Occidente
94582, 186, 79, Occidente
24284, 131, 58, Oriente
32473, 112, 2, Sur
89300, 206, 119, Sur
68271, 65, 232, Sur
91738, 79, 33, Norte
43340, 203, 192, Sur
40438, 123, 141, Occidente
97520, 24, 121, Sur
99007, 188, 81, Sur
41199, 13, 99, Sur
20464, 145, 89, Occidente
91215, 24, 183, Sur
50295, 250, 34, Oriente
98063, 101, 224, Oriente
94207, 88, 240, Centro
98327, 27, 177, Occidente
89450, 156, 80, Sur
76297, 202, 52, Oriente
76101, 219, 16, Oriente
57220, 12, 133, Norte
68020, 55, 230, Norte
99060, 108, 172, Sur
85524, 127, 194, Centro
63732, 248, 201, Centro
81388, 112, 238, Oriente
92990, 177, 57, Norte
49119, 163, 54, Occidente
49142, 110, 118, Norte
95518, 158, 129, Sur
51937, 114, 152, Oriente
39750, 136, 169, Oriente
47754, 127, 13, Occidente
91931, 51, 78, Centro
44340, 201, 127, Occidente
91306, 74, 102, Occidente
37705, 92, 216, Norte
75344, 113, 31, Occidente
74410, 245, 35, Occidente
68666, 164, 239, Occidente
68864, 60, 37, Norte
57763, 131, 189, Norte
52091, 156, 74, Oriente
55416, 195, 104, Sur
90335, 225, 234, Norte
72732, 88, 236, Centro
50614, 225, 23, Norte
43326, 226, 113, Centro
48106, 213, 30, Oriente
77782, 185, 64, Occidente
61295, 133, 136, Centro
94982, 23, 194, Occidente
12568, 236, 5, Centro
32293, 84, 226, Norte
65663, 208, 239, Centro
84151, 227, 109, Sur
12226, 36, 154, Norte
53683, 60, 18, Oriente
35779, 40, 96, Centro
78697, 214, 139, Oriente
43773, 39, 176, Occidente
91253, 32, 132, Sur
34140, 146, 130, Occidente
40889, 95, 152, Norte
36255, 64, 84, Occidente
13978, 159, 141, Oriente
59776, 25, 194, Norte
27617, 94, 227, Occidente
73384, 74, 130, Centro
53623, 12, 188, Norte
73558, 57, 124, Centro
75234, 29, 116, Sur
65296, 57, 144, Occidente
69160, 154, 120, Oriente
29871, 138, 108, Norte
18853, 180, 178, Norte
87917, 85, 74, Oriente
34477, 87, 117, Norte
85815, 112, 122, Sur
26679, 235, 202, Norte
35709, 48, 64, Centro
62686, 122, 140, Centro
15996, 28, 154, Norte
28583, 132, 181, Centro
83239, 4, 108, Oriente
34313, 57, 236, Sur
91846, 229, 202, Centro
46409, 229, 162, Centro
20471, 145, 202, Centro
93814, 77, 234, Occidente
28625, 203, 233, Centro
95858, 186, 163, Centro
66369, 250, 76, Norte
86136, 153, 12, Norte
76836, 232, 94, Occidente
21076, 124, 44, Norte
39698, 116, 155, Norte
97817, 202, 25, Centro
47370, 108, 16, Occidente
32269, 29, 148, Centro
47975, 150, 146, Centro
89420, 137, 135, Centro
67758, 53, 129, Centro
95288, 159, 2, Oriente
85494, 245, 57, Occidente
45810, 29, 241, Norte
17015, 22, 240, Oriente
70696, 223, 205, Centro
62316, 113, 23, Norte
62955, 47, 33, Centro
35192, 199, 249, Norte
94743, 34, 162, Oriente
48903, 182, 13, Oriente
89322, 77, 242, Centro
14281, 73, 123, Occidente
63828, 213, 35, Oriente
52455, 244, 48, Centro
90655, 174, 173, Oriente
88919, 147, 222, Norte
35028, 154, 128, Occidente
61561, 246, 75, Norte
22893, 63, 154, Centro
71915, 213, 163, Oriente
13401, 228, 53, Sur
25542, 168, 126, Sur
92744, 64, 136, Centro
46139, 199, 104, Centro
76385, 98, 165, Sur
83356, 78, 171, Oriente
56978, 88, 194, Norte
14292, 232, 242, Oriente
79703, 222, 155, Norte
27919, 160, 198, Norte
40919, 243, 101, Occidente
46534, 159, 129, Sur
35909, 86, 1, Oriente
77445, 154, 43, Oriente
70368, 120, 232, Norte
27930, 104, 183, Centro
10712, 132, 207, Norte
57168, 144, 26, Sur
10167, 165, 1, Occidente
76794, 27, 243, Norte
29201, 188, 151, Occidente
67222, 44, 46, Oriente
24737, 154, 211, Oriente
89285, 19, 39, Sur
48792, 188, 109, Norte
73107, 2, 219, Centro
83219, 60, 146, Centro
34133, 181, 0, Oriente
63329, 67, 45, Norte
16464, 17, 140, Oriente
66254, 235, 82, Occidente
89017, 140, 85, Centro
19817, 150, 234, Occidente
61722, 178, 64, Sur
11212, 57, 37, Oriente
28804, 250, 95, Centro
78580, 203, 120, Oriente
28063, 183, 181, Oriente
45305, 179, 134, Oriente
44458, 220, 161, Norte
81183, 245, 62, Centro
87756, 176, 190, Oriente
82434, 168, 4, Oriente
52183, 131, 36, Norte
59509, 33, 29, Oriente
78586, 228, 31, Sur
69994, 46, 219, Centro
43272, 121, 90, Centro
12695, 150, 173, Oriente
M <- 20
4028, 107, 146, Centro
1548, 128, 36, Oriente
2934, 231, 102, Norte
5889, 131, 234, Norte
3615, 25, 164, Centro
5842, 168, 33, Norte
2548, 166, 115, Sur
9146, 152, 163, Centro
2702, 107, 76, Norte
4323, 7, 142, Occidente
1691, 153, 124, Occidente
1442, 72, 122, Norte
6840, 61, 182, Centro
5561, 34, 4, Oriente
3413, 45, 81, Norte
5904, 116, 112, Sur
6731, 214, 194, Oriente
8855, 19, 151, Sur
7237, 241, 23, Norte
8257, 100, 9, Sur
K <- 50
589, 1691, 7, 30, 19, 2
542, 1691, 5, 15, 9, 5
965, 4028, 8, 0, 17, 6
173, 6840, 9, 16, 21, 4
644, 8855, 7, 9, 19, 10
229, 5904, 7, 17, 27, 1
780, 1691, 5, 15, 15, 6
531, 7237, 3, 19, 26, 7
571, 2548, 1, 35, 4, 10
468, 1548, 0, 24, 6, 1
638, 5842, 1, 17, 10, 7
234, 8257, 5, 12, 15, 3
525, 5889, 5, 20, 22, 9
234, 6840, 2, 6, 23, 10
412, 6731, 8, 33, 28, 6
878, 9146, 4, 23, 30, 0
808, 3615, 1, 26, 2, 3
920, 1548, 0, 9, 20, 8
926, 6731, 7, 9, 3, 1
954, 8257, 0, 12, 1, 2
759, 2702, 0, 9, 7, 7
475, 5904, 5, 3, 25, 2
929, 6840, 5, 5, 3, 0
796, 3413, 3, 28, 11, 7
771, 4028, 2, 16, 14, 0
499, 5842, 2, 22, 11, 0
555, 5842, 2, 8, 12, 0
175, 2702, 0, 38, 2, 0
506, 6731, 6, 40, 25, 2
483, 2702, 7, 23, 13, 3
197, 3413, 2, 34, 28, 8
463, 1548, 2, 13, 9, 7
491, 5889, 10, 27, 23, 3
625, 8855, 10, 10, 25, 1
419, 2702, 7, 16, 10, 3
874, 4028, 4, 26, 6, 3
348, 1442, 10, 10, 8, 5
227, 5889, 7, 35, 21, 3
771, 8855, 5, 14, 22, 5
874, 8855, 0, 30, 16, 0
336, 3413, 4, 4, 3, 8
596, 2548, 4, 39, 8, 6
566, 1548, 4, 15, 29, 1
901, 5561, 3, 14, 9, 9
111, 3413, 1, 26, 26, 6
421, 6840, 5, 28, 27, 7
624, 5904, 8, 23, 17, 2
655, 2548, 2, 10, 15, 0
145, 1548, 0, 15, 1, 0
411, 5904, 2, 21, 18, 4
